id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,referencia,cep,subprefeitura,endereco_completo,endereco_geocode,lat,lng,geocode_status
7090-4,Sábado,Tradicional,Rua,Jose Joaquim,253,Jardim Grimaldi,Proximo Largo do Jardim Grimaldi,03272-000,Sapopemba,"Rua Jose Joaquim, 253, Jardim Grimaldi","Rua Jose Joaquim, 253, Jardim Grimaldi, São Paulo - SP, 03272-000",,,
7091-2,Sábado,Tradicional,Rua,Engenheiro Jose Bueno Bicalho,11,Jardim Tropical,Igreja N.s.dos Merces,04176-260,Ipiranga,"Rua Engenheiro Jose Bueno Bicalho, 11, Jardim Tropical","Rua Engenheiro Jose Bueno Bicalho, 11, Jardim Tropical, São Paulo - SP, 04176-260",,,
7092-0,Sábado,Tradicional,Rua,Herison,S/N,Lauzane Paulista,Tv Av Par Pinto Lauz Paulista,02442-040,Santana/Tucuruvi,"Rua Herison, Lauzane Paulista","Rua Herison, Lauzane Paulista, São Paulo - SP, 02442-040",,,
7098-0,Sábado,Tradicional,Rua,Antonio de Siqueira,330,Pq Cruzeiro do Sul,Perto E.m.p.g.pres.e.pessoa,08070-190,São Miguel,"Rua Antonio de Siqueira, 330, Pq Cruzeiro do Sul","Rua Antonio de Siqueira, 330, Pq Cruzeiro do Sul, São Paulo - SP, 08070-190",,,
7100-5,Sábado,Tradicional,Rua,Duarte Teixeira Chaves,S/N,Jardim Santo Andre,Tv Rua Ferreira de Melo,08390-410,São Mateus,"Rua Duarte Teixeira Chaves, Jardim Santo Andre","Rua Duarte Teixeira Chaves, Jardim Santo Andre, São Paulo - SP, 08390-410",,,
7102-1,Sábado,Tradicional,Rua,Laudelino Vieira de Campos,146,Jardim da Felicidade,Av Raimundo P Magalhaes,05143-020,Pirituba/Jaraguá,"Rua Laudelino Vieira de Campos, 146, Jardim da Felicidade","Rua Laudelino Vieira de Campos, 146, Jardim da Felicidade, São Paulo - SP, 05143-020",,,
7103-0,Sábado,Tradicional,Rua,Joaquim Miguel Dutra,237,Jardim Celia,Tv Estrada do Lageado 5600,08430-450,Guaianases,"Rua Joaquim Miguel Dutra, 237, Jardim Celia","Rua Joaquim Miguel Dutra, 237, Jardim Celia, São Paulo - SP, 08430-450",,,
7104-8,Sábado,Tradicional,Rua,Doutor Paulo Ribeiro Coelho,S/N,Jardim Antonia,R Maria R Balbino/otavio Prosa,05374-000,Butantã,"Rua Doutor Paulo Ribeiro Coelho, Jardim Antonia","Rua Doutor Paulo Ribeiro Coelho, Jardim Antonia, São Paulo - SP, 05374-000",,,
7106-4,Sábado,Tradicional,Rua,Pde Francisco de Toledo,S/N,Itaquera Cohab I,Inicio Av Lider Cohab Itaquera,03590-000,Penha,"Rua Pde Francisco de Toledo, Itaquera Cohab I","Rua Pde Francisco de Toledo, Itaquera Cohab I, São Paulo - SP, 03590-000",,,
7107-2,Sábado,Tradicional,Rua,Juca de Azevedo,33,Jardim Marajoara,Jose Neves e Eduardo Amigo,04654-015,Cidade Ademar,"Rua Juca de Azevedo, 33, Jardim Marajoara","Rua Juca de Azevedo, 33, Jardim Marajoara, São Paulo - SP, 04654-015",,,
7108-0,Sábado,Tradicional,Rua,Victoria Marconato Zonta,5,Jardim Sapopemba,Tv Av Sapopemba Altura 12000,03975-090,Sapopemba,"Rua Victoria Marconato Zonta, 5, Jardim Sapopemba","Rua Victoria Marconato Zonta, 5, Jardim Sapopemba, São Paulo - SP, 03975-090",,,
7109-9,Sábado,Tradicional,Rua,Mauro Araujo Ribeiro,46,Cidade D Abril,Proximo Viaduto Jaragua,05182-000,Pirituba/Jaraguá,"Rua Mauro Araujo Ribeiro, 46, Cidade D Abril","Rua Mauro Araujo Ribeiro, 46, Cidade D Abril, São Paulo - SP, 05182-000",,,
7110-2,Sábado,Tradicional,Rua,Salvador Ligabue,431,Vila Siqueira,Jose Kilebber e Afonso Salzano,02722-110,Casa Verde/Cachoeirinha,"Rua Salvador Ligabue, 431, Vila Siqueira","Rua Salvador Ligabue, 431, Vila Siqueira, São Paulo - SP, 02722-110",,,
7111-0,Sábado,Tradicional,Rua,Erasmus Grasser,S/N,Jardim Imbe,Tv Av M Boi Mirim,05863-060,M'Boi Mirim,"Rua Erasmus Grasser, Jardim Imbe","Rua Erasmus Grasser, Jardim Imbe, São Paulo - SP, 05863-060",,,
7113-7,Sábado,Tradicional,Rua,Antonio Fontoura Xavier,S/N,Vila Paulo Silas,Vila Paulo Silas Vila Prudente,03264-050,Vila Prudente,"Rua Antonio Fontoura Xavier, Vila Paulo Silas","Rua Antonio Fontoura Xavier, Vila Paulo Silas, São Paulo - SP, 03264-050",,,
7114-5,Sábado,Tradicional,Rua,Doutor Antonio Simoes de Carvalho,S/N,Jardim São Bernardo,Mercearia Fernandes,04844-480,Capela do Socorro,"Rua Doutor Antonio Simoes de Carvalho, Jardim São Bernardo","Rua Doutor Antonio Simoes de Carvalho, Jardim São Bernardo, São Paulo - SP, 04844-480",,,
7115-3,Sábado,Tradicional,Rua,Laura Bossi C Alfredo Ricci,S/N,Itaquera Cohab II,Armando Jamar e Silvio Barbini,08250-730,Itaquera,"Rua Laura Bossi C Alfredo Ricci, Itaquera Cohab II","Rua Laura Bossi C Alfredo Ricci, Itaquera Cohab II, São Paulo - SP, 08250-730",,,
7116-1,Sábado,Tradicional,Avenida,Gentil Braga,38,Vila Buenos Ayres,Tv Av Buenos Ayres,03737-020,Penha,"Avenida Gentil Braga, 38, Vila Buenos Ayres","Avenida Gentil Braga, 38, Vila Buenos Ayres, São Paulo - SP, 03737-020",,,
7118-8,Sábado,Tradicional,Avenida,Rufino Fernandes Inivarri,S/N,Barreira Grande,Cohab Inocoop,03907-020,Aricanduva/Formosa/Carrão,"Avenida Rufino Fernandes Inivarri, Barreira Grande","Avenida Rufino Fernandes Inivarri, Barreira Grande, São Paulo - SP, 03907-020",,,
7122-6,Sábado,Tradicional,Rua,Luis Stolb,S/N,Jardim Vilas Boas,Com a Rua Gomes de Amorim,04416-060,Cidade Ademar,"Rua Luis Stolb, Jardim Vilas Boas","Rua Luis Stolb, Jardim Vilas Boas, São Paulo - SP, 04416-060",,,
7123-4,Sábado,Tradicional,Rua,Herbert Spencer,S/N,Paraizopolis,Prox Av Giovani Gronchi,05663-010,Campo Limpo,"Rua Herbert Spencer, Paraizopolis","Rua Herbert Spencer, Paraizopolis, São Paulo - SP, 05663-010",,,
7125-0,Sábado,Tradicional,Rua,Jairo Pinto Araujo,166,Jardim Ana Maria,Corrego Agua das Pedras,02844-170,Freguesia/Brasilândia,"Rua Jairo Pinto Araujo, 166, Jardim Ana Maria","Rua Jairo Pinto Araujo, 166, Jardim Ana Maria, São Paulo - SP, 02844-170",,,
7126-9,Sábado,Tradicional,Rua,Guiratinga,S/N,Chac Inglesa,Av Itaborai,04141-001,Vila Mariana,"Rua Guiratinga, Chac Inglesa","Rua Guiratinga, Chac Inglesa, São Paulo - SP, 04141-001",,,
7127-7,Sábado,Tradicional,Rua,Anastacio Trancoso,S/N,Jardim Nelia,,08142-020,Itaim Paulista,"Rua Anastacio Trancoso, Jardim Nelia","Rua Anastacio Trancoso, Jardim Nelia, São Paulo - SP, 08142-020",,,
7128-5,Sábado,Tradicional,Rua,Antonio Leite Penteado,S/N,Jardim Veronia,Av Wenceslau Guimaraes,03816-000,Ermelino Matarazzo,"Rua Antonio Leite Penteado, Jardim Veronia","Rua Antonio Leite Penteado, Jardim Veronia, São Paulo - SP, 03816-000",,,
7132-3,Sábado,Tradicional,Avenida,Do Arvoreiro,S/N,Capela do Socorro,Conjunto Hab Parque das Arvores,04824-010,Capela do Socorro,"Avenida Do Arvoreiro, Capela do Socorro","Avenida Do Arvoreiro, Capela do Socorro, São Paulo - SP, 04824-010",,,
7133-1,Sábado,Tradicional,Rua,Felici Tosi,S/N,Sapopemba,Conjunto da Cohab,03928-180,Sapopemba,"Rua Felici Tosi, Sapopemba","Rua Felici Tosi, Sapopemba, São Paulo - SP, 03928-180",,,
7134-0,Sábado,Tradicional,Rua,Odemis,S/N,Jardim Umuarama,,05783-180,Campo Limpo,"Rua Odemis, Jardim Umuarama","Rua Odemis, Jardim Umuarama, São Paulo - SP, 05783-180",,,
7135-8,Sábado,Tradicional,Avenida,Vereador Jose Gomes Moraes Neto,S/N,Pq Residencial,Es Canal Cocaia e Felinto Mil.,04849-030,Capela do Socorro,"Avenida Vereador Jose Gomes Moraes Neto, Pq Residencial","Avenida Vereador Jose Gomes Moraes Neto, Pq Residencial, São Paulo - SP, 04849-030",,,
7137-4,Sábado,Tradicional,Rua,Coracao de Maca,S/N,Tiradentes Cohab,Conjunto Habitacional Castro Alves,08474-230,Cidade Tiradentes,"Rua Coracao de Maca, Tiradentes Cohab","Rua Coracao de Maca, Tiradentes Cohab, São Paulo - SP, 08474-230",,,
7139-0,Sábado,Tradicional,Rua,Maximo Barbosa,S/N,Jardim Marilu,,02990-000,Pirituba/Jaraguá,"Rua Maximo Barbosa, Jardim Marilu","Rua Maximo Barbosa, Jardim Marilu, São Paulo - SP, 02990-000",,,
7143-9,Sábado,Tradicional,Avenida,Jose Maria Witaker,S/N,Planalto Paulista,Al.guatas e Av Afonso M.fagund,04057-000,Vila Mariana,"Avenida Jose Maria Witaker, Planalto Paulista","Avenida Jose Maria Witaker, Planalto Paulista, São Paulo - SP, 04057-000",,,
7144-7,Sábado,Tradicional,Rua,Claudio Sergio Bere,S/N,Jardim Satelite,Feliciano Correia e Herbert F,04815-110,Capela do Socorro,"Rua Claudio Sergio Bere, Jardim Satelite","Rua Claudio Sergio Bere, Jardim Satelite, São Paulo - SP, 04815-110",,,
7146-3,Sábado,Tradicional,Rua,Jose Aloysio Brandao Vilela,S/N,Jardim Nordeste,Jose Aloisio Brandao Vilela,03688-100,Penha,"Rua Jose Aloysio Brandao Vilela, Jardim Nordeste","Rua Jose Aloysio Brandao Vilela, Jardim Nordeste, São Paulo - SP, 03688-100",,,
7147-1,Sábado,Tradicional,Rua,Tagua,S/N,Liberdade,,01508-010,Sé,"Rua Tagua, Liberdade","Rua Tagua, Liberdade, São Paulo - SP, 01508-010",,,
7148-0,Sábado,Tradicional,Rua,Chris Tronbjerg,S/N,Paraiso,,04001-090,Vila Mariana,"Rua Chris Tronbjerg, Paraiso","Rua Chris Tronbjerg, Paraiso, São Paulo - SP, 04001-090",,,
7153-6,Sábado,Tradicional,Rua,Torquato Neto,S/N,Bras,Ruas Piratininga/caetano Pinto,03041-030,Mooca,"Rua Torquato Neto, Bras","Rua Torquato Neto, Bras, São Paulo - SP, 03041-030",,,
7157-9,Sábado,Tradicional,Rua,Laranjeiras do Sul,S/N,Pirituba,,02981-030,Pirituba/Jaraguá,"Rua Laranjeiras do Sul, Pirituba","Rua Laranjeiras do Sul, Pirituba, São Paulo - SP, 02981-030",,,
7158-7,Sábado,Tradicional,Rua,Marco Aurelio Marilan,S/N,Jardim Almeida Prado,,04854-170,Capela do Socorro,"Rua Marco Aurelio Marilan, Jardim Almeida Prado","Rua Marco Aurelio Marilan, Jardim Almeida Prado, São Paulo - SP, 04854-170",,,
7159-5,Sábado,Tradicional,Avenida,Pedroso da Silva,S/N,Chac Tres Meninas,,08080-040,São Miguel,"Avenida Pedroso da Silva, Chac Tres Meninas","Avenida Pedroso da Silva, Chac Tres Meninas, São Paulo - SP, 08080-040",,,
7161-7,Sábado,Tradicional,Rua,Camargo Leme,S/N,Vila São Geraldo,Entre Tajapuru e Es de Poa,08460-480,Guaianases,"Rua Camargo Leme, Vila São Geraldo","Rua Camargo Leme, Vila São Geraldo, São Paulo - SP, 08460-480",,,
7162-5,Sábado,Tradicional,Alameda,Rio Claro,S/N,Cerqueira Cezar,,01332-010,Sé,"Alameda Rio Claro, Cerqueira Cezar","Alameda Rio Claro, Cerqueira Cezar, São Paulo - SP, 01332-010",,,
7170-6,Sábado,Tradicional,Praça,Monsenhor Escriva,S/N,Jardim São Jose,,02968-000,Pirituba/Jaraguá,"Praça Monsenhor Escriva, Jardim São Jose","Praça Monsenhor Escriva, Jardim São Jose, São Paulo - SP, 02968-000",,,
7171-4,Sábado,Tradicional,Rua,Campo de Vinha,S/N,Jardim Santa Terezinha,,03572-090,Itaquera,"Rua Campo de Vinha, Jardim Santa Terezinha","Rua Campo de Vinha, Jardim Santa Terezinha, São Paulo - SP, 03572-090",,,
7173-0,Sábado,Tradicional,Rua,Rafael Frederico,S/N,Vila Ponte Rasa,Av São Miguel e Simplicio Sa,03880-040,Ermelino Matarazzo,"Rua Rafael Frederico, Vila Ponte Rasa","Rua Rafael Frederico, Vila Ponte Rasa, São Paulo - SP, 03880-040",,,
7184-6,Sábado,Tradicional,Avenida,Caxingui,S/N,Jardim Raposo Tavares,Vital Brasil e Raposo Tavares,05579-001,Butantã,"Avenida Caxingui, Jardim Raposo Tavares","Avenida Caxingui, Jardim Raposo Tavares, São Paulo - SP, 05579-001",,,
7192-7,Sábado,Tradicional,Avenida,Nascer do Sol,S/N,Santa Etelvina Cohab,,08485-020,Cidade Tiradentes,"Avenida Nascer do Sol, Santa Etelvina Cohab","Avenida Nascer do Sol, Santa Etelvina Cohab, São Paulo - SP, 08485-020",,,
7196-0,Sábado,Tradicional,Rua,Manoel Pereira Rosa,S/N,Jardim Fontalis,,02360-001,Jaçanã/Tremembé,"Rua Manoel Pereira Rosa, Jardim Fontalis","Rua Manoel Pereira Rosa, Jardim Fontalis, São Paulo - SP, 02360-001",,,
7198-6,Sábado,Tradicional,Rua,Cristiano Lobe,S/N,Cidade Tiradentes Cohab,Ruas 24-G e 28-G,08475-340,Cidade Tiradentes,"Rua Cristiano Lobe, Cidade Tiradentes Cohab","Rua Cristiano Lobe, Cidade Tiradentes Cohab, São Paulo - SP, 08475-340",,,
7200-1,Sábado,Tradicional,Rua,Interativa,S/N,Jardim Paulistano,,02820-040,Pirituba/Jaraguá,"Rua Interativa, Jardim Paulistano","Rua Interativa, Jardim Paulistano, São Paulo - SP, 02820-040",,,
7203-6,Sábado,Tradicional,Rua,Presidente Felix Paiva,S/N,Jardim Jaragua,K 22 5 Via Anchieta,05265-050,Perus,"Rua Presidente Felix Paiva, Jardim Jaragua","Rua Presidente Felix Paiva, Jardim Jaragua, São Paulo - SP, 05265-050",,,
7205-2,Sábado,Tradicional,Rua,Francisco da Cruz Mellao,S/N,Horto do Ype,,05782-351,Campo Limpo,"Rua Francisco da Cruz Mellao, Horto do Ype","Rua Francisco da Cruz Mellao, Horto do Ype, São Paulo - SP, 05782-351",,,
7207-9,Sábado,Tradicional,Rua,Bento Freitas,S/N,Republica,Altura do N Quatro Dois Zero,01220-000,Sé,"Rua Bento Freitas, Republica","Rua Bento Freitas, Republica, São Paulo - SP, 01220-000",,,
7208-7,Sábado,Tradicional,Rua,Do Acapuzal,S/N,Vila Cisper,Av Olavo Egidio de Souza Aranh,03818-120,Ermelino Matarazzo,"Rua Do Acapuzal, Vila Cisper","Rua Do Acapuzal, Vila Cisper, São Paulo - SP, 03818-120",,,
7209-5,Sábado,Tradicional,Rua,Maria Garcia Betim,S/N,Jardim das Laranjeiras,,08381-040,São Mateus,"Rua Maria Garcia Betim, Jardim das Laranjeiras","Rua Maria Garcia Betim, Jardim das Laranjeiras, São Paulo - SP, 08381-040",,,
7210-9,Sábado,Tradicional,Rua,Doutor Celso Pacheco Betim,S/N,Pq Savoy City,,03571-020,Itaquera,"Rua Doutor Celso Pacheco Betim, Pq Savoy City","Rua Doutor Celso Pacheco Betim, Pq Savoy City, São Paulo - SP, 03571-020",,,
7214-1,Sábado,Tradicional,Rua,Adelina Linhares,S/N,Jardim Piratininga,,03717-040,Penha,"Rua Adelina Linhares, Jardim Piratininga","Rua Adelina Linhares, Jardim Piratininga, São Paulo - SP, 03717-040",,,
7215-0,Sábado,Tradicional,Avenida,Gustavo Berthier,S/N,Vila Dalva,,05386-110,Butantã,"Avenida Gustavo Berthier, Vila Dalva","Avenida Gustavo Berthier, Vila Dalva, São Paulo - SP, 05386-110",,,
7217-6,Sábado,Tradicional,Rua,Barao de Godofredo,S/N,Vila Verde,,08230-550,Itaquera,"Rua Barao de Godofredo, Vila Verde","Rua Barao de Godofredo, Vila Verde, São Paulo - SP, 08230-550",,,
7218-4,Sábado,Tradicional,Rua,Quilombo do Ambrosio,S/N,Vila Monte Santo,,08062-020,São Miguel,"Rua Quilombo do Ambrosio, Vila Monte Santo","Rua Quilombo do Ambrosio, Vila Monte Santo, São Paulo - SP, 08062-020",,,
7219-2,Sábado,Tradicional,Rua,Cancao do Exilio,S/N,Sacoma,,04194-290,Ipiranga,"Rua Cancao do Exilio, Sacoma","Rua Cancao do Exilio, Sacoma, São Paulo - SP, 04194-290",,,
7220-6,Sábado,Tradicional,Rua,Da Conquista-g,S/N,Cdhu Camargo Velho,,08143-430,Itaim Paulista,"Rua Da Conquista-g, Cdhu Camargo Velho","Rua Da Conquista-g, Cdhu Camargo Velho, São Paulo - SP, 08143-430",,,
7222-2,Sábado,Tradicional,Rua,Jose Martins dos Santos,S/N,Lajeado,,08430-110,Guaianases,"Rua Jose Martins dos Santos, Lajeado","Rua Jose Martins dos Santos, Lajeado, São Paulo - SP, 08430-110",,,
7224-9,Sábado,Tradicional,Rua,Embu de Heliopolis,S/N,Heliopolis,Comun Heliopolis,04235-185,Ipiranga,"Rua Embu de Heliopolis, Heliopolis","Rua Embu de Heliopolis, Heliopolis, São Paulo - SP, 04235-185",,,
7225-7,Sábado,Tradicional,Rua,Recanto dos Humildes,S/N,Recanto dos Humildes,,05209-000,Perus,"Rua Recanto dos Humildes, Recanto dos Humildes","Rua Recanto dos Humildes, Recanto dos Humildes, São Paulo - SP, 05209-000",,,
7230-3,Sábado,Tradicional,Praça,Professor Jaime Poggi,00S/N,Jardim Maria Estela,,04181-070,Ipiranga,"Praça Professor Jaime Poggi, 00S/N, Jardim Maria Estela","Praça Professor Jaime Poggi, 00S/N, Jardim Maria Estela, São Paulo - SP, 04181-070",,,
7233-8,Sábado,Tradicional,Avenida,Primavera,116,Vila Vargem Grande,,04896-360,Parelheiros,"Avenida Primavera, 116, Vila Vargem Grande","Avenida Primavera, 116, Vila Vargem Grande, São Paulo - SP, 04896-360",,,
7234-6,Sábado,Tradicional,Rua,Colantonio,S/N,Vila Andrade,,05726-080,Campo Limpo,"Rua Colantonio, Vila Andrade","Rua Colantonio, Vila Andrade, São Paulo - SP, 05726-080",,,
7235-4,Sábado,Tradicional,Rua,Irmao Deodoro,S/N,Vila Princesa Isabel,,08410-410,Guaianases,"Rua Irmao Deodoro, Vila Princesa Isabel","Rua Irmao Deodoro, Vila Princesa Isabel, São Paulo - SP, 08410-410",,,
7238-9,Sábado,Tradicional,Rua,Professor Hasegawa,S/N,Guaianazes,Rua Sugao Suzuki,08260-090,Itaquera,"Rua Professor Hasegawa, Guaianazes","Rua Professor Hasegawa, Guaianazes, São Paulo - SP, 08260-090",,,
7239-7,Sábado,Tradicional,Rua,Doutor Olivio Montenegro,S/N,Jardim Itapemirim,,08220-740,Itaquera,"Rua Doutor Olivio Montenegro, Jardim Itapemirim","Rua Doutor Olivio Montenegro, Jardim Itapemirim, São Paulo - SP, 08220-740",,,
7240-0,Sábado,Tradicional,Rua,Caldas Novas,S/N,Vila Nova Esperanca,,05164-090,Pirituba/Jaraguá,"Rua Caldas Novas, Vila Nova Esperanca","Rua Caldas Novas, Vila Nova Esperanca, São Paulo - SP, 05164-090",,,
7241-9,Sábado,Tradicional,Rua,Cardoso Moreira,S/N,Jardim Olinda,Rua Joao Franco Leite,05766-290,Campo Limpo,"Rua Cardoso Moreira, Jardim Olinda","Rua Cardoso Moreira, Jardim Olinda, São Paulo - SP, 05766-290",,,
7242-7,Sábado,Tradicional,Rua,Marta Maria Bernardes,S/N,Vila Natal,,04865-000,Capela do Socorro,"Rua Marta Maria Bernardes, Vila Natal","Rua Marta Maria Bernardes, Vila Natal, São Paulo - SP, 04865-000",,,
7244-3,Sábado,Orgânica,Rua,Cantareira,S/N,Centro,Calcada Mercado Central,01103-200,Sé,"Rua Cantareira, Centro","Rua Cantareira, Centro, São Paulo - SP, 01103-200",,,
7246-0,Sábado,Tradicional,Rua,Alexandre Silva,S/N,Jardim Brasilia,,02859-010,Freguesia/Brasilândia,"Rua Alexandre Silva, Jardim Brasilia","Rua Alexandre Silva, Jardim Brasilia, São Paulo - SP, 02859-010",,,
7248-6,Sábado,Tradicional,Rua,Uirapuru do Sertao,S/N,Parelheiros,,04864-090,Parelheiros,"Rua Uirapuru do Sertao, Parelheiros","Rua Uirapuru do Sertao, Parelheiros, São Paulo - SP, 04864-090",,,
7252-4,Sábado,Tradicional,Rua,Reims,S/N,Casa Verde,,02517-010,Casa Verde/Cachoeirinha,"Rua Reims, Casa Verde","Rua Reims, Casa Verde, São Paulo - SP, 02517-010",,,
7256-7,Sábado,Noturna,Rua,Cachoeira de Minas,S/N,São Mateus,,03971-010,São Mateus,"Rua Cachoeira de Minas, São Mateus","Rua Cachoeira de Minas, São Mateus, São Paulo - SP, 03971-010",,,
7263-0,Sábado,Tradicional,Rua,Andre Lens,10,Jardim São Luiz,Cdhu Jardim São Luiz-a,05862-130,M'Boi Mirim,"Rua Andre Lens, 10, Jardim São Luiz","Rua Andre Lens, 10, Jardim São Luiz, São Paulo - SP, 05862-130",,,
7265-6,Sábado,Tradicional,Rua,Lagoa Feia,S/N,Vila Carmosina,,08290-410,Itaquera,"Rua Lagoa Feia, Vila Carmosina","Rua Lagoa Feia, Vila Carmosina, São Paulo - SP, 08290-410",,,
7267-2,Sábado,Orgânica,Parque,Burle Marx,S/N,Vila Andrade,Av Dona Helena P de Moraes 200,05707-400,Campo Limpo,"Parque Burle Marx, Vila Andrade","Parque Burle Marx, Vila Andrade, São Paulo - SP, 05707-400",,,
7268-0,Sábado,Tradicional,Rua,Rodolfo Albino Silva,33,Guainazes,Favela São Jose e Pq Central,08420-580,Guaianases,"Rua Rodolfo Albino Silva, 33, Guainazes","Rua Rodolfo Albino Silva, 33, Guainazes, São Paulo - SP, 08420-580",,,
7269-9,Sábado,Tradicional,Avenida,Afonso Penteado,55,Pq do Carmo,Av Claudio Augusto Fernandes,08270-001,São Mateus,"Avenida Afonso Penteado, 55, Pq do Carmo","Avenida Afonso Penteado, 55, Pq do Carmo, São Paulo - SP, 08270-001",,,
7270-2,Sábado,Tradicional,Avenida,Mateo Bei,3164,São Mateus,Rua Doutor Edmur Whitaker,03949-100,São Mateus,"Avenida Mateo Bei, 3164, São Mateus","Avenida Mateo Bei, 3164, São Mateus, São Paulo - SP, 03949-100",,,
7271-0,Sábado,Orgânica,Rua,Curitiba,S/N,Paraiso,Abastprox Parque Ibirapuera,04005-030,Vila Mariana,"Rua Curitiba, Paraiso","Rua Curitiba, Paraiso, São Paulo - SP, 04005-030",,,
7272-9,Sábado,Noturna,Rua,Antonio Caldeira,S/N,Vila Antonieta,,03475-040,Aricanduva/Formosa/Carrão,"Rua Antonio Caldeira, Vila Antonieta","Rua Antonio Caldeira, Vila Antonieta, São Paulo - SP, 03475-040",,,
7293-1,Sábado,Tradicional,Praça,Floriano Peixoto,S/N,Santo Amaro,Esquina com a Rua Tiago Luiz,04750-010,Santo Amaro,"Praça Floriano Peixoto, Santo Amaro","Praça Floriano Peixoto, Santo Amaro, São Paulo - SP, 04750-010",,,
7319-9,Sábado,Tradicional,Rua,Anatole de Baudot,S/N,Vila Suzana,,05641-100,Campo Limpo,"Rua Anatole de Baudot, Vila Suzana","Rua Anatole de Baudot, Vila Suzana, São Paulo - SP, 05641-100",,,
7354-7,Sábado,Orgânica,Rua,Dona Ana Germaine Buchard,286,Agua Branca,R Ana Pimentel a Melo Palheta,05002-061,Lapa,"Rua Dona Ana Germaine Buchard, 286, Agua Branca","Rua Dona Ana Germaine Buchard, 286, Agua Branca, São Paulo - SP, 05002-061",,,
7370-9,Sábado,Tradicional,Rua,David D Ferreira,S/N,Itaquera,Viaduto Jacu Pessego,0,Itaquera,"Rua David D Ferreira, Itaquera","Rua David D Ferreira, Itaquera, São Paulo - SP",,,
7380-6,Sábado,Tradicional,Avenida,Utaro Kanai com Festa Chinesa,S/N,Jardim São Paulo,Conjunto Habitacional Jk,08465-000,Guaianases,"Avenida Utaro Kanai com Festa Chinesa, Jardim São Paulo","Avenida Utaro Kanai, Jardim São Paulo, São Paulo - SP, 08465-000",,,
7390-3,Sábado,Tradicional,Rua,Dom Romeu Alberti,S/N,Lapa de Baixo,Rua Willian Speers,05069-050,Lapa,"Rua Dom Romeu Alberti, Lapa de Baixo","Rua Dom Romeu Alberti, Lapa de Baixo, São Paulo - SP, 05069-050",,,
7400-4,Sábado,Tradicional,Rua,Jose Rodrigues Maciel,S/N,São Luis,Centro Empresarial Santo Amaro,05823-070,M'Boi Mirim,"Rua Jose Rodrigues Maciel, São Luis","Rua Jose Rodrigues Maciel, São Luis, São Paulo - SP, 05823-070",,,
7401-2,Sábado,Tradicional,Rua,Santo Antonio de Categero,S/N,Vila Natalia,Abast,04251-010,Ipiranga,"Rua Santo Antonio de Categero, Vila Natalia","Rua Santo Antonio de Categero, Vila Natalia, São Paulo - SP, 04251-010",,,
7406-3,Sábado,Tradicional,Rua,Crubixa,40,Vila Araguaia,,03735-140,Penha,"Rua Crubixa, 40, Vila Araguaia","Rua Crubixa, 40, Vila Araguaia, São Paulo - SP, 03735-140",,,
7481-0,Sábado,Tradicional,Rua,Preta,S/N,Jardim Iris,,05144-060,Pirituba/Jaraguá,"Rua Preta, Jardim Iris","Rua Preta, Jardim Iris, São Paulo - SP, 05144-060",,,
7806-9,Sábado,Tradicional,Rua,Pablo Picasso,S/N,Perdizes,,05033-120,Lapa,"Rua Pablo Picasso, Perdizes","Rua Pablo Picasso, Perdizes, São Paulo - SP, 05033-120",,,
7973-1,Sábado,Tradicional,Rua,Piavunas,S/N,Bal São Francisco,,04473-040,Cidade Ademar,"Rua Piavunas, Bal São Francisco","Rua Piavunas, Bal São Francisco, São Paulo - SP, 04473-040",,,
7975-8,Sábado,Tradicional,Rua,Dronsfield,300,Lapa,,05074-000,Lapa,"Rua Dronsfield, 300, Lapa","Rua Dronsfield, 300, Lapa, São Paulo - SP, 05074-000",,,
7977-4,Sábado,Tradicional,Rua,São Felippe,737,Parque São Jorge,,03085-010,Mooca,"Rua São Felippe, 737, Parque São Jorge","Rua São Felippe, 737, Parque São Jorge, São Paulo - SP, 03085-010",,,
